code,word,translation
909,crank,n./vt. n.曲柄，曲轴；vt.用曲柄转动某物
910,lexicographer,n.词典编纂者
911,bunch,n./v. n.群，伙；束，串，捆；v.集中，挤在一起；使成一束（或一群等）
912,costume,n. n.戏装；（特定场合穿的）成套服装
913,scare,n./v. n.惊恐，恐慌；v.吓，使害怕；受惊吓，感到害怕
914,manipulate,vt. vt.应付，处理；操纵，控制；影响
915,juvenile,a./n. a.少年的，少年特有的；幼稚的，不成熟的；n.未成年人，少年
916,phenomenon,n. n.现象，迹象；非凡的人（或事物）
917,freight,n./vt. n.货物；vt.运送（货物）；货运
918,vulnerable,a. a.易受攻击的，易受伤的
919,steam,n./v. n.（蒸）汽，汽雾；v.发出蒸汽；（火车、轮船）行驶；用蒸汽开动
920,valuable,a./n. a.贵重的，有价值的；n.贵重物品，财宝
921,presumably,ad. ad.推测起来，大概
922,sanctuary,n. n.圣堂，圣殿，圣坛；圣地；庇护所，避难所；禁猎区，动物保护区
923,arithmetic,n. n.算术
33924,request,n./vt. n./vt.要求；请求
925,dash,v./n.
926,treatment,n. n.治疗；对待
927,coarse,a. a.粗的；粗糙的；粗劣的
928,insecure,a. a.不安全的，不可靠的
929,linen,n. n.亚麻织品；亚麻布
930,inspiration,n. n.启示，灵感；鼓舞人心的人（或事），激励
931,generous,a. a.慷慨的；大量的
932,cultivate,vt. vt.种植；培养
933,campaign,vi./n. vi.参加活动；作战；n.战役；活动
934,disorder,n. n.混乱；失调，紊乱，疾病
935,spot,vt./n. vt.认出，发现；看见，注意到；n.地点，处所；斑点，污点；少量
936,outcome,n. n.结果，成果；后果；结局；出口，输出量
937,aggravate,vt. vt.恶化，加重，加剧
938,deception,n. n.欺骗；诡计
939,sharpen,v. v.削尖，磨快；使敏锐，使敏捷
940,practical,a. a.实际的，实用的；实践的，应用的
941,pliable,a. a.（指人或思想）容易受影响的；顺从的；易弯的，柔韧的
942,disposal,n. n.处理，处置；布置，安排
943,subsidiary,n./a. n.子公司；附属机构；支流；a.次要的；辅助的，附设的
944,cautious,a. a.十分小心的，谨慎的
945,pattern,n./vt. n.样式；模式；vt.构成图案；使形成，促成
946,terrain,n. n.地形，地势
947,darkroom,n. n.暗室
948,kneel,vi. vi.跪
949,overwhelm,vt. vt.征服；淹没
950,contempt,n. n.轻视，鄙视，不尊重；蔑视
951,recognize,vt. vt.认出；承认，认可
34952,badge,n. n.徽章；标记；象征
953,economic,a. a.经济的；经济上的，经济学的
954,feeble,a. a.虚弱的；无效的
955,virtue,n. n.美德；优点
956,fibre,n. n.纤维
957,suburb,n. n.郊区
958,pulverise,vt. vt.碾磨成粉，粉碎
959,fertilise,vt. vt.使肥沃，使多产；施肥于；使受精
960,ration,n./vt. n.配给量，定量；给养，口粮；vt.配给，定量供应
961,debt,n. n.债，债务
962,attractive,a. a.吸引的，有吸引力的；引起注意的
963,conquest,n. n.征服；战利品
964,sophisticate,n. n.久经世故的人；精通者
965,snap,v./n./a.
966,express,vt./a./n. vt.表达，表示；a.特快的，快速的；明确的；n.快车，快运，快递
967,identifiable,a. a.可辨认的，可识别的；可确定的，可证明是同一的
968,nominal,a. a.名义上的；（金额、租金等）微不足道的
969,acquire,vt. vt.取得，获得
970,graphology,n. n.笔迹学，笔相学
971,register,n./v. n.注册，登记；登记表；v.注册，登记
972,extremely,ad. ad.极端地；非常地
973,rot,n./v. n.腐烂；v.（使）腐烂
974,ambulance,n. n.救护车；野战医院
975,miserable,a. a.悲惨的，痛苦的；令人难受的
976,continuous,a. a.连续的，不断的
977,divide,v./n. v.分开，分隔；分配，分享；除（以）n.分歧，差异；分界线，分水岭
978,gross,a. a.总的，毛的
979,cloakroom,n. n.衣帽间；〈英〉洗手间
35980,short-term,a. a.短期的
981,refusal,n. n.拒绝
982,coupon,n. n.优惠券；票证；配给券；参赛表，订货单
983,tome,n. n.册，大部头书；（有学术价值的）巨著
984,toxin,n. n.毒素，毒质
985,simultaneously,ad. ad.同时地
986,ridiculous,a. a.荒谬的；可笑的
987,chip,n./v. n.碎片；芯片；瑕疵；v.削（或凿）下（屑片或碎片）
988,polish,v./n. v.磨光，擦亮；使优美，润饰；n.擦光剂，上光蜡
989,wonder,v./n. v.诧异，奇怪；纳闷，想知道；n.惊奇，惊异；奇迹，奇事
990,scholarship,n. n.奖学金；学问，学识
991,familiarise,vt. vt.使熟悉，使通晓；使家喻户晓
992,expectancy,n. n.期待，期望；预期数额（如寿命等）
993,shilling,n. n.先令
994,blueprint,n. n.蓝图；方案
995,interplay,vi./n. vi./n.相互作用，相互影响
996,convenient,a. a.方便的，便利的；适宜的
997,genuine,a. a.真正的；真实的
998,attentive,a. a.注意的，专心的；关心的，体贴的；留意的
999,observation,n. n.观察，观测；监视；评述，评论
1000,personal,a. a.个人的，私人的；亲自的，本人的；身体的，人身的
1001,vitality,n. n.生命力，活力
1002,requirement,n. n.需要，需求，要求；需要的东西；必要条件
1003,advisable,n. n.可取的，适当的；明智的
1004,bankrupt,a. a.破产的
1005,deplete,vt. vt.倒空；（使）枯竭；消耗
1006,influence,vt./n. vt.影响；n.影响力；产生影响力的人
1007,fantasy,n. n.想象
361008,tragic,a. a.悲惨的；悲剧（性）的
1009,splint,n./vt. n.细木梗；【医】（用于固定受伤肢体的）夹板；vt.用夹板夹
1010,foam,n./vi. n.泡沫；泡沫材料；vi.起泡沫
1011,occupation,n. n.占领；职业；消遣
1012,format,vt./n. vt.使格式化；n.安排，计划；版式；格式
1013,bachelor,n. n.学士；单身汉
1014,typhoon,n. n.台风
1015,appointment,n. n.约会
1016,slope,n./vi. n.斜坡；倾斜；vi.倾斜
1017,complex,n./a. n.综合体，集合体；建筑群；情结；a.合成的，综合的；复杂的，难懂的
1019,population,n. n.人口
1020,prey,n./vi. n.猎物，捕获物；牺牲品，战利品；vi.捕食；折磨，使烦恼；掠夺
1021,catalogue,n./vt. n.目录；系列；vt.编目录；记载
1022,prerequisite,n./a. n.先决条件，前提；必备条件；a.必备的
1023,assessment,n. n.判定，评定；核定的付款额；看法，评价
1024,suggest,v. v.建议，提出；暗示
1025,volt,n. n.伏特
1026,weed,n. n.杂草
1027,screw,v./n. v.用螺钉固定；n.螺丝（钉）
1028,enlighten,vt. vt.启发；开导；阐明
1029,textile,n. n.纺织品
1030,hesitate,vi. vi.犹豫；不情愿
1031,tutor,v./n. v.（给……）当家庭教师；n.导师；家庭教师
1032,topsoil,n. n.表层土
1033,background,n. n.背景；经历；后台；不重要或不引人注目的地方
1034,impossible,a. a.不可能的，办不到的
1035,surgeon,n. n.外科医生
371036,promise,n./v. n./v.允诺，保证；预兆，预示
1037,battery,n. n.电池（组），蓄电池（组）
1038,thunder,n./v. n.雷；雷声；v.打雷；轰隆响
1039,delicate,a. a.纤细的；精巧的；微妙的
1040,account,v.n.
1041,booklet,n. n.小册子
1042,layout,n. n.布局，安排，设计
1043,venture,v./n.
1044,shrink,v. v.（使）收缩；萎缩
1045,gland,n. n.腺
1046,curriculum,n. n.课程，（学校等的）全部课程
1047,shortage,n. n.不足，缺少
1048,accreditation,n. n.证明合格，鉴定合格
1049,clerk,n. n.办事员；职员
1050,attach,v. v.系，贴；认为有重要性（或意义、价值等）；使附属，附加
1051,flip,v. v.轻抛；轻弹
1052,comment,n./v. n.注释，评论，意见；v.注释，评论
1053,emphasize,vt. vt.强调，着重
1054,flame,n./v. n.火焰；强烈的感情；v.发火焰，燃烧
1055,foresee,vt. vt.预见，预知
1056,historic,a. a.有历史意义的；历史的，历史性的
1057,provision,n. n.供应，（一批）供应品；准备，预备；条款，规定；给养，口粮
1058,president,n. n.总统，校长，会长，（大会）主席
1059,internist,n. n.内科医师
1060,reception,n. n.接收，接受；接待，招待会；接收效果
1061,suspend,vt. vt.吊，悬挂；推迟；暂停，中止
1062,explorer,n. n.勘探者，探险者
1063,untrustworthy,a. a.不值得信任的，靠不住的
381064,prospective,a. a.预期的；未来的；可能的
1065,percentage,n. n.百分比，百分率
1066,clue,n. n.线索；提示
1067,stammer,n./v. n.结巴，口吃；v.口吃
1068,hawk,n. n.鹰，隼
1069,swamp,vt./n. vt.淹没；使应接不暇；n.沼泽
1070,jealous,a. a.嫉妒的；猜疑的
1071,favour,n./vt. n.帮忙；偏爱；赞同；恩惠；vt.赞同；较喜欢，偏袒；有利于
1072,fickle,a. a.易变的，无常的
1073,uphill,ad. ad.向上，往上；上坡；艰难地
1074,succeed,v. v.成功；接着发生
1075,gender,n. n.性别；（语法中的）性
1076,consecutive,a. a.连续不断的，连贯的
1077,diversion,n. n.转向，转移，转换；转移视线的事物；娱乐
1078,donate,vt. vt.捐赠，赠送
1079,defence,n. n.防御，保护；辩护；答辩；[pl.]防务工事
1080,volume,n. n.卷，册；体积；音量
1081,refund,n.退款；vt.退还（钱款），偿付
1082,regardless,ad. ad.不顾后果地；无论如何
1083,emboss,vt. vt.使……凸出；压花（纹）
1084,internationalist,n.国际主义者；a.国际主义者的
1085,scatter,v. v.（使人或动物）散开，驱散；撒；撒播
1086,appetite,n. n.食欲，胃口；欲望
1087,prevail,vi. vi.流行，盛行；占优势，战胜
1088,glossary,n. n.词汇表；术语表
1089,consolidation,n. n.合并；巩固
1090,goodwill,n. n.友好，善意；信誉
1091,amass,vt. vt.积聚
391092,federal,a. a.联邦的，联盟的
1093,consideration,n. n.考虑；思考；体谅
1094,grill,v./n.
1095,mansion,n. n.大厦；（豪华的）宅邸
1096,galaxy,n. n.［theG-］银河；星系；群英
1097,route,raut］ n. n.路线；路程
1098,deficiency,n. n.缺乏，不足
1100,sensational,a. a.轰动性的，引起哗然的；耸人听闻的；极好的；绝妙的
1101,participation,n. n.分享；参与
1102,relief,n. n.（痛苦等）减轻，解除；援救，救济；安慰；缓合剂
1103,cultivation,n. n.耕种，耕作；培养，教育
1104,pretension,n. n.声称，自命；自负，自命不凡
1105,harness,vt./n. vt.控制，利用；上马具；n.马具
1106,bent,a./n. a.被弄弯的，弯曲的；n.爱好，天赋
1107,dormitory,n. n.（集体）宿舍
1108,stitch,vt./n. vt.缝，缝合；n.一针，针脚
1109,manual,n./a. n.手册，指南；a.手的，手工的，体力的
1110,mite,n. n.极小量；螨虫
1111,burglar,n. n.窃贼
1112,scheme,n./v. n.计划，方案；体系，体制；阴谋；v.计划，策划；密谋
1113,addition,n. n.加，增加（物）
1114,sensory,a. a.感觉的，感官的
1115,grove,n. n.树丛，小树林
1116,materialistic,a.唯物主义的；物质享乐主义的，贪图享乐的
1117,detach,v. v.分开，分离；分遣
1118,torrent,n. n.洪流；爆发；（话语等的）连发
1119,clarify,vt. vt.澄清；阐明
401120,thirsty,a. a.口渴的；饥渴的
1121,inspect,vt. vt.检查，检阅
1122,seam,n. n.缝，接缝；煤层
1123,agriculture,n. n.农业；农学
1124,microcosm,n.微观世界；缩影
1125,surgery,n. n.外科学；外科手术；手术室，诊疗室
1126,catastrophe,n. n.大灾难
1127,overwork,v./n. v.使劳累过分；对……使用过度；滥用（词等）n.过重的工作；工作过度
1128,parental,a. a.父的；母的；父母（般）的
1129,sediment,n. n.沉淀物；沉积物（如沙、砾、石、泥等）
1130,various,a. a.各种各样的；不同的；多方面的
1131,resit,v./n. v./n.重修，补考
1132,menace,n./vt. n.威胁；危险的人（或物）vt.威胁到，危及
1133,contain,vt. vt.包含，容纳，装有；控制，阻止，遏制
1134,fasten,v. v.扎牢，扣住
1135,establish,vt. vt.建立；确立；安置，使定居
1136,position,n./vt. n.位置，方位；职位，职务；姿势，姿态；见解，立场；vt.安放，安置
1137,simulate,vt. vt.模仿，模拟；假装，伪装；扮演
1138,scratch,n./v. n.划伤，抓痕；v.抓，搔；划破，划损
1139,flexitime,n. n.弹性工作制
1140,assist,v. v.帮助，援助，协助
1141,mammal,n. n.哺乳动物
1142,illegal,a. a.不合法的，违法的
1143,ultimately,ad. ad.最终地
1144,sinew,n. n.肌腱；力量的来源
1145,artificial,a. a.人工的，人造的；假的，矫揉造作的；模拟的
1146,veil,n./vt. n.面纱；遮蔽物；vt.蒙着面纱；掩饰
1147,tend,v. v.倾向于，趋于；照料；招待
411148,removal,n. n.除去；免职；搬迁
1149,parallel,n./a./vt.
1150,compel,vt. vt.强迫
1151,immediately,ad. ad.立即，马上；紧接地；直接地
1152,institute,n./vt. n.研究所，学院；vt.建立，设立
1153,serial,n./a. n.连续剧；a.连续的；顺序排列的
1154,oversee,vt. vt.监督，监视（某人或某物）；俯瞰，眺望
1155,reinforce,vt. vt.加强；增援
1156,commitment,n. n.委托；许诺；承担义务
1157,donation,n. n.捐款；捐赠
1158,curious,a. a.好奇的；奇怪的
1159,jungle,n. n.丛林
1160,overdraft,n. n.透支；透支额
1161,optical,a. a.视力的；光学的
1162,otherwise,ad./conj. ad.另样，用别的方法；在其他方面；conj.要不然，否则
1163,possession,n. n.持有，拥有；所有权；所有物，财产，财富；领土
1164,however,conj./ad. conj.不管用什么方法，然而；ad.无论如何，不管怎样；可是；仍然
1165,retail,n./v. n.零售；v.零售，以……价格销售
1166,cultural,a. a.文化的，人文的
1167,morality,n. n.道德，美德
1168,transaction,n. n.办理；处理；交易，业务；[pl.]会报，学报
1169,twofold,a./ad. a.两倍的，双重的；两部分的；ad.两倍地，双重地
1170,solution,n. n.解答，解决办法；溶解，溶液
1171,embassy,n. n.大使馆；大使馆全体官员
1172,remark,v./n. v.评论，谈论；注意到，察觉；n.评语，评论；注释
1173,delay,n./v. n./v.耽搁，延迟，延期，迟滞
1174,congress,n. n.（代表）大会；（美国等国的）国会，议会
1175,germ,n. n.微生物，细菌；起源，萌芽
421176,fashion,n. n.方式；流行款式；时装
1177,carousel,n. n.行李式传送带
1178,splash,v. v.溅；泼
1179,beforehand,ad. ad.预先，事先
1180,spade,n. n.铁锹
1181,filter,n./v. n.过滤器；v.过滤；（消息等）走漏
1182,aspect,n. n.方面；（建筑物的）朝向，方向；外貌，外观样子
1183,objection,n. n.反对；反对的理由
1184,tunnel,n./v. n.隧道；地道；v.挖（地道），开（隧道）
1185,contrast,n.对比；对照v.对比；对照；形成对比
1186,effect,n./vt. n.作用，影响；结果；效果；vt.使产生，招致；实现
1187,parcel,n. n.包裹
1188,distance,n. n.距离；远方；一长段时间
1189,stem,n./vt. n.茎；（树）干；词干；vt.止住，抑止，堵住，阻止
1190,normal,a. a.正常的，平常的；标准的，规范的，正规的
1191,sincere,a. a.真挚的，诚挚的，真诚的，诚恳的
1192,summarise,v. v.总结，概括
1193,foetus,n. n.胎儿；胚胎
1194,merge,v. v.（使）结合
1195,aware,a. a.知道的；意识到的
1196,label,vt./n. vt.贴标签于；n.标签，标记；称号；绰号，外号
1197,guarantee,v./n. v.保证；允诺；n.保证；担保物
1198,interrelationship,n.相互关联，相互影响
1199,stationery,n. n.文具
1200,limestone,n. n.石灰石，石灰岩
1201,impulse,n. n.冲动，突如其来的念头；刺激，驱使；脉冲
1202,wax,n./v. n.蜡；蜂蜡；v.给……上蜡，给……打蜡；（月亮）渐圆，渐满
1203,incapacitate,vt.使无能力；使伤残；使不适合；使无资格
431204,appear,v. v.出现，显露，公开露面；出场，问世；仿佛，似乎
1205,check,v./n. v.检查，核对；阻止，制止；n.检查，核对；制止，抑制；支票，帐单
1206,collect,v. v.收集，搜集；领取，接走；收（税等）；聚集；积累
1207,attract,vt. vt.吸引，招引，引诱，引起（注意等）
1208,describe,vt. vt.描述，描写，形容
1209,chunk,n. n.大块；相当大的部分（或数量）
1210,agency,n. n.机构；代理，代办
1211,blend,v./n. v.（使）混合，（使）混杂；n.混合物；混合，交融
1212,conceive,v. v.（构）想出，构想，设想；怀孕
1213,affect,v. v.影响；感染
1214,frustrate,vt. vt.使沮丧；挫败
1215,extend,v. v.延长；扩大
1216,introduce,vt. vt.介绍；传入，引进；提出；采用，推行
1217,advice,n. n.劝告，忠告；建议，（医生等的）意见
1218,attitude,n. n.态度，看法；姿势
1219,deliver,v. v.交付，递送；发表，表达；释放；接生
1220,course,n./v. n.过程，进程；路线，方针；跑道；课程；v.追猎；运行；流动
1221,match,n./v. n.火柴；比赛，竞赛；对手，敌手；v.匹配，相称
1222,employ,n./vt. n./vt.雇用；用，使用
1223,pedal,v./n. v.骑车；踩踏板；n.踏板
1224,resident,n./a. n.居民，住户；a.常驻的，居住的
1225,optometrist,n. n.验光师，视力测定者
1226,degrade,v. v.（使）降级；（使）堕落；（使）降解；（使）退化
1227,particle,n. n.极少量；微粒
1228,downpour,n. n.暴雨
1229,telescope,n. n.望远镜
1230,transport,n.运输，运送；运输系统，运载工具；vt.运输，运送，搬运
1231,prepare,v. v.准备，预备
1232,registration,n.登记，注册；（邮件等的）挂号；登记或注册的项目
1233,chaos,n. n.混乱
1234,gorge,v./n. v.狼吞虎咽，塞饱；n.山峡，峡谷
1235,recreational,a. a.消遣的，娱乐的；游戏的
1236,systematic,a. a.系统的，体系的
1237,subtropical,a. a.亚热带的
1238,detract,v. v.去掉，减损
1239,seal,vt./n. vt.封，密封；n.封铅，封条；印，图章；海豹
1240,depress,vt. vt.使沮丧；使不景气；降低，减少
1241,scarce,a. a.缺乏的，不足的；稀少的，罕见的
1242,evidence,n. n.根据，证据；形迹，迹象
1243,besides,prep./ad. prep.除……之外；ad.而且
1244,waterproof,a. a.不透水的；防水的
1245,exclusive,a./n. a.奢华的；独有的；排他的；n.独家新闻
1246,majority,n. n.多数，大多数
1247,despite,prep. prep.不管，尽管
1248,dissolve,v. v.溶解；解散；结束
1249,release,vt./n. vt.释放，解放；发表，发行；n.释放；发表，发布；排放，泄露
1250,deploy,vt. vt.部署；使用，运用
1251,original,a./n. a.最初的，原始的；新颖的，有独创性的；n.原物，原作
1252,branch,n. n.树枝；分部，分科
1253,chancellor,n. n.大臣；总理；首席法官；大学校长
1254,vertical,a./n. a.垂直的；竖式的；n.垂直线
1255,herbivore,n. n.食草动物
1256,flat,a./n. a.平的；（价格）固定的；n.单元住宅
1257,occasionally,ad. ad.有时候，偶尔
1258,harridan,n. n.凶恶的老妇；老巫婆
1259,accommodation,n.住处，膳宿；适应，调节
451260,static,n./a. n.静电；［-s］静力学；a.静止的，静态的；呆板的
1261,section,n. n.部分；部门；截面
1262,scale,n./vt.
1263,constantly,ad. ad.经常；不断地
1264,ailment,n. n.（不严重的）疾病
1265,adhere,vi. vi.黏附；遵守；坚持
1266,extracurricular,a.课外的
1267,propel,vt. vt.推进，推动；驱使
1268,posture,n. n.姿势；心情；态度
1269,overseas,a./ad. a.在海外的；ad.在海外
1270,industrialise,v.（使）工业化
1271,empire,n. n.帝国
1272,mechanic,n./ n.机修工；［-s］力学，机械学
1273,fracture,n./v. n.断裂，折断；骨折；v.（使）断裂
1274,glacial,a. a.冰期的；冰川的；寒冷的，冰冷的；冷若冰霜的
1275,badminton,n. n.羽毛球
1276,dock,v./n. v.（使）靠码头；n.码头
1277,argument,n. n.争吵，争论；观点，论据；说理，论证
1278,chase,v. v.追捕；追求；雕镂
1279,brochure,n. n.小册子；说明书
1280,convince,vt. vt.（使）确信；说服
1281,teem,vi. vi.倾泻；充满，遍布
1282,confront,vt. vt.遭遇；面对，正视
1283,exhibition,n. n.展览（会）；陈列，展览
1284,whereas,conj. conj.然而，但是
1285,oak,n. n.橡树，橡木
1286,additional,a. a.附加的；追加的
1287,overlapping,a. a.重叠的；共通的
461288,poultry,n. n.家禽；禽肉
1289,pregnancy,n. n.怀孕；怀孕期
1290,confirmation,n.证实，确认；批准
1291,unquote,v. v.结束引语
1292,embezzlement,n.贪污，盗用
1293,acrobatic,a. a.杂技的；杂技般的；杂技演员的
1294,numerous,a. a.众多的
1295,balcony,n. n.阳台；楼座
1296,postgraduate,n.研究生
1297,well-being,n. n.安宁；福利
1298,prime,a. a.首要的；最好的
1299,settle,v.
1300,fallow,a. a.（土地）休耕的；休闲的
1301,troupe,n. n.（演出的）班子，团，队；（尤指）马戏团，芭蕾舞团
1302,premise,n./ n.前提，假设；［pl.］（企业、机构等使用的）房屋和地基，经营场址
1303,discerning,a. a.有识别力的，眼光敏锐的
1304,niggle,v. v.拘泥小节；挑剔，吹毛求疵；为小事操心；不断地烦扰
1305,prospectus,n. n.内容说明书，简章，简介
1306,liaise,vi. vi.做联络人；联络，联系
1307,excavation,n.挖掘，发掘；出土文物
1308,continental,a./n. a.欧洲大陆的；大陆性的；n.欧洲大陆人
1309,modernism,n. n.现代主义
1310,artery,n. n.动脉；干线，要道
1311,premium,a./n.
1312,glamor,n. n.魅力；诱惑力
1313,barbecue,n. n.金属烤肉架；烧烤野餐
1314,material,n./a. n.材料；素材；a.物质的；重要的
1315,adapt,v. v.使适合；改编；适应
471316,gullibly,ad. ad.轻信地，易受欺骗地
1317,succession,n. n.连续；接替，继承
1318,sift,v. v.细查；筛；过滤
1319,spark,n. n.火花
1320,sympathy,n. n.同情；赞同，支持
1321,chill,v./n./a. v.（使）变冷，冷藏；n.寒意；寒战；寒心；a.寒冷的；扫兴的
1322,multinational,a.多国的，多民族的；跨国公司的；n.跨国公司
1323,exposure,n. n.暴露；显露；接触；曝光
1324,fierce,a. a.凶猛的；强烈的
1325,crime,n. n.罪行；犯罪
1326,constitute,v. v.组成；构成；设立，成立
1327,deceive,v. v.欺骗，蒙骗
1328,haul,vt. vt.用力拖；搬运
1329,emission,n. n.（光、热等的）散发；散发物
1330,procession,n. n.队伍，行列
1331,bistro,n. n.小酒馆；小餐馆
1332,crash,v./n./a.
1333,pearl,n. n.珍珠
1334,workforce,n. n.受雇的或现有的工作人员总数；劳动人口
1335,surpass,v.
1336,sociology,n. n.社会学
1337,violent,a. a.暴力的；带有强烈感情的；猛烈的
1338,frock,n. n.上衣；连衣裙
1339,epidemic,a./n. a.流行性的；n.流行病
1340,grab,v./n. v./n.抓，夺
1341,statue,n. n.塑像
1342,appliance,n. n.用具，器具
1343,facility,n. n.[pl.]设备，设施；便利条件
481344,consolation,n. n.安慰；慰问
1345,texture,n. n.质地，纹理；口感
1346,assumption,n. n.假定，假设；担任，承担
1347,dissatisfied,a.不满意的，不满足的
1348,simultaneous,a.同时的，同时发生的，同时存在的；同步的
1349,sundial,n. n.（通过太阳知道时间的）日规；日晷（仪）
1350,toxic,a. a.有毒的；中毒的
1351,utilise,vt. vt.利用，运用
1352,conformity,n. n.符合，一致
1353,overrate,vt. vt.对……评价过高，高估
1354,dormant,a. a.休眠的；静止的；隐匿的
1355,displace,vt. vt.取代；迫使（人们）离开家园；撤职，使失业
1356,embrace,v./n. v./n.拥抱；包括；欣然接受
1357,engrave,vt. vt.（在……上）雕刻；（使）铭记
1358,disrespectful,a.失礼的，无礼的
1359,invade,v. v.侵犯，侵入，侵略，侵袭
1360,arcade,n. n.拱廊，有拱廊的街道
1361,commentary,n.
1362,recreate,vt. vt.再现，再创造
1363,mock,a./n./v. a.假的；模拟的；n.嘲弄；模仿，仿制品；v.嘲笑，嘲弄
1364,territory,n. n.领土，版图；领域，范围
1365,prohibit,v. v.禁止，阻止
1366,shipment,n. n.装运，运输；装载（或运输）的货物，装货量
1367,calendar,n. n.日历；月历；日程表
1368,magic,n./a. n.魔法，法术；魅力，魔力；a.有魔力的，神奇的
1369,slip,v./n. v.滑到，失足；减退；摆脱，闪开；塞入；n.差错，疏漏；滑到；纸片
1370,shatter,v. v.（使）破碎，碎裂；给予极大打击
1371,truce,n. n.休战（协定）
1372,discount,n.（价格、债款等）折扣；vt.给……打折；漠视，低估
1373,tough,a. a.难对付的；健壮的；（肉等食物）老的
1374,volunteer,v./a./n. v.自愿做，无偿做；a.志愿的，义务的，无偿的；n.志愿者
1375,eruption,n. n.（火山、战争等）爆发；（疾病）发作
1376,pension,n. n.养老金，抚恤金；年金
1377,assignment,n. n.任务，工作
1378,assign,vt. vt.指派，分配；指定
1379,concert,n. n.音乐会，演奏会
1380,microbiology,n.微生物学
1381,stainless,a. a.不锈的；无污点的，无瑕疵的
1382,hallowed,a. a.受崇敬的；神圣（化）的
1383,terminal,n./a. n.终点，终端；终点站，航站楼；a.末端的
1384,climate,n. n.气候；风气，思潮
1385,relevance,n. n.中肯，适当；相关性
1386,reluctant,a. a.不情愿的，勉强的；难得到的，难处理的
1387,regularity,n.规律性，规则性；整齐，匀称
1388,laterality,n. n.对一侧面的偏重，偏向一侧状态
1389,predominant,a.卓越的，突出的；支配的，主要的，盛行的
1390,trek,vi./n. vi./n.牛拉车；艰苦跋涉
1391,daunt,vt. vt.使气馁，使胆怯
1392,itinerary,n. n.行程表；旅行路线，旅行计划
1393,acclimatise,v. v.（使……）服水土；（使……）适应新环境
1394,meadow,n. n.草地
1395,forthcoming,a. a.即将到来的
1396,structure,n./vt. n.结构；构造；建筑物；vt.系统安排；精心组织
1397,quantity,n. n.数量，数目；量；众多，大宗
1398,integral,a. a.不可或缺的，构成整体所必需的；完整的，完备的
1399,intensive,a. a.加强的；密集的
501400,acknowledge,v. v.承认，确认；致意；感谢
1401,liquor,n. n.烈性酒；含酒精饮料
1402,presence,n. n.出席；存在；仪态
1403,develop,v. v.发展；生长，形成；开发
1404,blast,v./n. v.爆破，炸毁；n.一阵（大风）；冲击
1405,pudding,n. n.布丁
1406,greatly,ad. ad.非常；很；极大地
1407,sporadically,ad. ad.偶发地；零星地
1408,imitate,vt. vt.模仿，模拟；仿效
1409,constitution,n.宪法，章程；体质，体格；组成，形成
1410,photography,n. n.摄影术，摄影
1411,modem,n. n.调制解调器
1412,advocate,vt.拥护，支持；提倡n.拥护者，支持者；提倡者
1413,maintenance,n. n.维持；保养；抚养费
1414,spouse,n. n.配偶
1415,furnace,n. n.熔炉
1416,expedition,n.
1417,incendiary,a. a.放火的，能引起燃烧的；煽动性的
1418,expansion,n. n.扩大，扩张
1419,encase,vt. vt.装入，包住
1421,unbiased,a. a.公正的，没有偏见的
1422,postpone,v. v.延迟，延期
1423,skim,v. v.撇去；掠过，擦过；浏览，略读
1424,preface,n./vt. n.序言，引言；vt.为……写序言；以……为开端
1425,retain,vt. vt.保留；保持
1426,culminate,vi. vi.（以某种结果）告终；（在某一点）结束
1427,robotic,a. a.机器人的；像机器人的，呆板而机械的
1428,profile,n./vt.
1429,salinity,n. n.盐分，盐度
1430,aggravation,n. n.加重；恶化；愤怒，恼怒
1431,incident,n. n.发生的事；事件，事变
1432,previous,a. a.以前的；在……之前的；早先的，稍前的
1433,spice,n./vt. n.香料，调味品；vt.使增添趣味；往……加香料
1434,bore,v./n. v.使厌烦；钻孔；n.令人讨厌的人（或事）
1435,lull,n. n.间歇，暂停；平静期
1436,county,n. n.郡，县
1437,betray,vt. vt.出卖，泄露（秘密等）；辜负；流露情感
1438,underlying,a. a.表面下的，下层的，在下面的；根本的；潜在的，隐含的
1439,dispiriting,a. a.令人沮丧的，使人气馁的
1440,opulent,a. a.豪华的，华丽的，富裕的；丰富的，丰饶的
1441,plush,a./n. a.豪华的，舒适的；n.长毛绒
1442,dispense,vt. vt.分发，分配；提供
1443,behalf,n. n.利益；代表
1444,initial,a./n. a.最初的，开始的；词首的；n.词首大写字母
1445,govern,v. v.统治，管理；控制，支配
1446,mingle,v. v.（使）混合，（使）联结；相往来；混杂其中
1447,charter,n./vt.
1448,formidable,a. a.可怕的；难以应付的，难以克服的
1449,belt,n. n.腰带；地带
1450,relay,n.接力赛；中继设备；vt.传送；转播
1451,crockery,n. n.陶器；瓦器
1452,diversify,v. v.（使）多样化
1453,threshold,n. n.入门，门槛；界限；开端，起点
1454,vacation,n. n.假期；休假
1455,skyscraper,n.摩天楼
1456,draft,n./vt.
1457,deter,v. v.威慑，吓住，（使）断念
1458,promising,a. a.有希望的；有前途的
1459,goal,n. n.球门；射门，进球得分；目标
1460,crush,vt. vt.碾碎；压服，压垮；镇压，制服；压碎，压坏
1461,stream,n./v. n.溪流；一股；v.流出
1462,urgent,a. a.紧急的，紧迫的；催促的，急切的
1463,thigh,n. n.大腿
